Account,Acc Name,Del Name,Delivery Add1,Delivery Add2,Delivery Add3,Postal Code
TA10019749,BYTES & PIECES LDA,BYTES & PIECES LDA,27 RUA COMTE MOURA BRAZ,MAPUTO,MOZAMBIQUE,'2000
TA10019751,IS FREIGHT SERVICES,IS FREIGHT SERVICES,61 PALLADIUM STREET,PROSPERITA,WINDHOEK,'2000
TA10019756,DIASPORAFRIC CC,DIASPORAFRIC CC,100 CNR ELSTON & BUANYAN,BENONI,GAUTENG,'1527
TA10019758,OMEGA INFORMATION SYSTEMS,OMEGA INFORMATION SYSTEMS,78 SADDLEBROOK ESTATE,OFF MAPLE RD KYALAMI ,GAUTENG,'1684
TA10019763,C E B MARKETING (PTY) LTD,CEB MARKETING (PTY) LTD,38 SATURN CRESCENT ,LINBRO BUSINESS PARK,GAUTENG,'2144
TA10019767,HIFI VAAL COMPUTERS,HI-FI CORPORATION VEREENIGING,CNR ROSSINI & BERRAGE ROAD,VANDERBIJL PARK,VANDERBIJL PARK,'2000
TA10019773,GLENVALE COMPUTERS,GLENVALE COMPUTERS,19 HARRIS RD,EDENGLEN ,,'1610
TA10019774,TECHNIZONE 2 CC,TECHNIZONE 2 CC,31 HONEY GUIDE RD,DOUGLASDALE EXT 68,BRYANSTON 2021,'2062
TA10019777,ALPHA WIRELESS (PTY) LTD,ALPHA WIRELESS (PTY) LTD,87 DE KORTE STREET ,BUILDING 2ND FLOOR SUIT 202,BRAAMFONTEIN,'2050
TA10019779,HIFI RICHARDS BAY,HI-FI CORPORATION  RICHARD BAY,LAKESIDE MALL,NO6 MARK STRASSE,RICHARD BAY,'2000
TA10019782,RONSI INVESTMENT PTY LTD,RONSI INVESTMENT PTY LTD,MANCISHANE STREET,MANZINI TOWN,,'2000
TA10019783,NICHOLSON CORPORATE STATIONERS (PTY) LTD,NICHOLSON CORPORATE STATIONERS (PTY) LTD,63 NORTH STREET,KENSINGTON B,RANDBURG,'2125
TA10019784,INKTEC T/A ITWORX,INKTEC T/A ITWORX,PLOT 162 UNIT 6,3 G.I.C.P GABORONE ,BOTSWANA,'2000
TA10019787,NEWTON IT CC,NEWTON IT CC,84 SCHOEMAN STREET,POLOKWANE,LIMPOPO,'0700
TA10019790,ABSA STAFF PURCHASES,ABSA STAFF PURCHASES,170 MAIN STREET,JOHANNESBURG,,'2000
TA10019795,ECOTECH CONVERGE (PTY) LTD,ECOTECH CONVERGE (PTY) LTD,62 CUSSONIA AVENUE,VAL DE GRACE,PRETORIA,'0075
TA10019796,ACENET INVESTMENT T/A,ACENET INVESTMENT T/A,NO.3 AVONLEA DRIVE,AVONLEA,HARARE,'263
TA10019808,HARMONIC,HARMONIC,16 JOHANNESBURG ROAD,KEW,JOHANNESBURG,'2037
TA10019812,DOCUFILE JHB (PTY) LTD,DOCUFILE JHB (PTY) LTD,85 MORKEL CLOSE LE ROUX STREET,CAPITAL HILL,BUSINESS PARK MIDRAND,'2047
TA10019814,ARROW STATIONERS CC,25 14TH AVENUE ,NORTHMEAD,BENONI,JOHANNESBURG,'1500
TA10019845,A AND C COSMIC SOLUTIONS CC,A AND C COSMIC SOLUTIONS CC,3785 JAN FREDERIK ROAD,RANDPARK RIDGE,GAUTENG,'2154
TA10019849,TECHNICAL OUTSOURCE (PTY) LTD,TECHNICAL OUTSOURCE (PTY) LTD,BUILDING 2 526 16TH ROAD,CONSTANTIA PARK ,MIDRAND,'1685
TA10019855,KOBA IT SOLUTIONS (PTY) LTD,KOBA IT SOLUTIONS (PTY) LTD,UNIT 8,N1 INDUSTRIAL PARK,LANDMARKS AVE,'0020
TA10019862,ENABLING  SOLUTIONS (PTY) LTD,ENABLING  SOLUTIONS (PTY) LTD,NO 104A MARKETING STREET,POLOKWANE ,LIMPOPO,'0700
TA10019868,BIDVEST WALTONS - A DIVISION OF BIDVEST OFFICE (PTY) LTD,KLERKSDORP DISTRIBUTION,64 SIDDLE STREET,KLERKSDORP,KLERKSDORP,'2000
TA10019871,BIDVEST WALTONS - A DIVISION OF BIDVEST OFFICE (PTY) LTD,PENCIL PARK = COMBO,ENTRANCE 2 PENCIL PARK,HERIOTDALE EXT 15,ENTRANCE 2 PENCIL PARK,'2000
TA10019873,ZZZ-A FORMAT SUPPLIES CC ta AO AVENUE,A FORMAT SUPPLIES CC  ta AO AVENUE,482 INDIANA AVE,FAERIEGLEN  PRETORIA,GAUTENG,'0042
TA10019889,LEKA RONA TRADING (PTY) LTD,LEKA RONA TRADING (PTY) LTD,106 ASPEN CRESENT,ZWARTKOPS,CENTURION,'0046
TA10019890,ASICABANGE CONSULTING,ASICABANGE CONSULTING,7 KIPLING ROAD,FARRARMERE,,'1501
TA10019891,AVR POWER SYSTEMS (PTY) LTD,AVR POWER SYSTEMS (PTY) LTD,C/O RICHARDS DRIVE - WEST STREET,MIDRAND,MIDRAND 1685,'2062
TA10019892,PIXIE IT (PTY) LTD,PIXIE IT (PTY) LTD,24 GROOM AVENUE,DISCOVERY,,'2000
TA10019897,INSHARK INVESTMENTS T/A VIRTUAL COMPUTER,INSHARK INVESTMENTS T/A VIRTUAL COMPUTER,CABS HOUSE FIRST FLOOR CHISPITE,SHOPPING CENTRE CHISPITE,HARARE ZIMBABWE,'2000
TA10019900,THE LIVELY GROUP,THE LIVELY GROUP,131 B PITZER ROAD,GLEN AUSTIN,MIDRAND,'1683
TA10019901,BRANCH IT CC,BRANCH IT CC,17 POLARIS ,WILGEHEUWEL EXT 29,,'2157
TA10019907,TREX TECHNOLOGIES CC,TREX TECHNOLOGIES CC,CNR OXFORD & KIRKBY ROAD,BEDFORDVIEW,,'2007
TA10019915,MILAGRE COMPUTERS,MILAGRE COMPUTERS,AV. 5 DE FEVEREIRO 647,MAPUTO,MAPUTO,'MAPUTO
TA10019919,AKILI CONTENTWORX CC,AKILI CONTENTWORX CC,DODO'S HOUSE  WIERDA ROAD WEST,WIERDA VALLEY,SANDTON,'1686
TA10019930,J.L INVESTMENTS (PTY) LTD,J.L INVESTMENTS (PTY) LTD,SNAT CENTRE OPPOSITE WILLIAM PITCH,ER TEACHER TRAINING COLLEGE MANZINI,SWAZILAND,'2000
TA10019931,CDM COMPUTER TECHNOLOGIES CC,CDM COMPUTER TECHNOLOGIES CC,UG4C VISTA PLACE.,52 VORSTER AVENUE,CNR VORSTER & GLEN AVENUEGLENANDA 2091,'2058
TA10019940,GS NETWORKING TECHNOLOGIES CC,GS NETWORKING TECHNOLOGIES CC,33 DAWN ROAD,FARRAMERE,BENONI,'1518
TA10019950,THUNDER MARKETING CC T/A KIN-TECH COMPUTERS,THUNDER MARKETING CC T/A KIN-TECH COMPUTERS,7 SKIETLOOD STREET,ISANDO,KEMPTON PARK ,'1613
TA10019955,EASY RX SUPPORT (PTY) LTD T/A SUPERSCRIP,EASY RX SUPPORT (PTY) LTD T/A SUPERSCRIPTS,62 BARNES ROAD,BRIXTON,GAUTENG,'2000
TA10019956,ICL (BOTSWANA) (PTY) LTD,ICL (BOTSWANA) (PTY) LTD,PLOT 135 UNIT 6 KGALE TERRACE,GABORONE INTERNATIONAL FINANCE PARK,GABORONE,'2000
TA10019957,MIMECAST (S A) (PTY) LTD,MIMECAST (S A) (PTY) LTD,UPPER GRAYSTON OFFICE PARK BLOCK B GROUND FLOOR,150 LINDEN ROAD STRATHAVON,SANDTON,'2031
TA10019961,CYBERDYNE SYSTEMS SA (PTY) LTD,CYBERDYNE SYSTEMS SA (PTY) LTD,1070 KATROL AVE,ROBERTVILLE,ROODEPOORT,'2128
TA10019962,O-FIS-ANSA,O-FIS-ANSA,4 A MORGAN STREET,ERNST GEBOU/BUILDING,TZANEEN,'0850
TA10019969,MAKRO WONDERBOOM 6923,M16 - MAKRO WONDERBOOM,MAKRO WONDERBOOM,CNR LAVENDER & ZAMBESI,ANNLIN WEST PTA,'2156
TA10019971,AMBE TECHNOLOGIES,AMBE TECHNOLOGIES,757 SINGH STREET,ACTONVILLE,,'1501
TA10019972,R AND R SOLUTIONS,R AND R SOLUTIONS,34 FIRST AVENUE,TALBOTON,JOHANNESBURG,'1645
TA10019973,REHOBOTH TECHNOLOGIES CC,REHOBOTH TECHNOLOGIES CC,885 DUBLOON STREET,WILGEHEUWEL,ROODEPOORT,'2021
TA10019978,CLT DIGITAL TECHNOLOGIES (PTY) LTD,CLT DIGITAL TECHNOLOGIES (PTY) LTD,UNIT 8 OLYMPIA GARDENS,CNR SOUTHWAY & OLYMPIA STREET EASTGATE EXT 6 ,SANDTON,'1470
TA10019981,INGRESS TECHNOLOGIES (PTY) LTD,INGRESS TECHNOLOGIES (PTY) LTD,86 OXFORD ROAD,HOUGHTON,JHB,'2121
TA10019983,COMPUTER AUTOMATION,COMPUTER AUTOMATION,CHIPEMBERE HIGHWAY,GINNERY CORNER BE308,BLANTYRE MALAWI,'2000
TA10019991,ATRONIC INFORMATION TECHNOLOGY SOLUTIONS,ATRONIC INFORMATION TECHNOLOGY SOLUTIONS,KINGWAY ROAD,MASERU,LESOTHO,'100
TA10019996,INCREDIBLE CONNECTION REPAIR ACCOUNT,INCREDIBLE CONNECTION REPAIR ACCOUNT,MARLBORO HOUSE 1ST FLOOR,6 EASTERN SERVICE ROAD,MARLBORO,'2128
TA10019997,DAWA (BOTSWANA) (PTY) LTD T/A VIVA COMPUTERS,DAWA (BOTSWANA) (PTY) LTD T/A VIVA COMPUTERS,UNIT 8 & 9 ,GAME CITY,GABORONE  BOTSWANA,'2000
TA10019998,SESHA TECHNOLOGIES CC,SESHA TECHNOLOGIES CC,23 RUDD STREET,NOORDHEUWEL EXT 4,KRUGERSDORP,'1756
TA10020003,SUPRA INVESTMENTS( PTY) LTD T/A EXCEL STATIONERS & BOOKSHOP,SUPRA INVESTMENTS( PTY) LTD T/A EXCEL STATIONERS & BOOKSHOP,PLOT M39 MAIN MALL,SEROWE,BOTSWANA,'2000
TA10020005,KHORA TECHNOLOGIES (PTY) LTD,KHORA TECHNOLOGIES (PTY) LTD,101 PARKLANE,76 HANS VAN RENSBURG STREET,POLOKWANE,'0727
TA10020006,GENIACS CC,GENIACS CC,168 RUNNYMEAD ROAD,CHARTWELL,,'2055
TA10020008,BRIDGENET TECHNOLOGIES (PTY) LTD,BRIDGENET TECHNOLOGIES (PTY) LTD,VOLENCIA PARK ,NELSPRUIT,MPUMALANGA,'1200
TA10020009,TEMENOS AFRICA ( PTY ) LTD,TEMENOS AFRICA ( PTY ) LTD,PALAZZO TOWERS WEST MONTECASINO,WILLIAM NICOL DRIVE,FOURWAYS 2086,'2128
TA10020010,AT-A-GLANCE,AT-A-GLANCE,5 PIPET RD,VAN RIEBEECK PARK,KEMPTON PARK,'1620
TA10020012,RAZZ FLORA T/A RAZZ EXPORTS,RAZZ FLORA T/A RAZZ EXPORTS,UNIT 4 DEKA PARK,42 LOPER AVE,SPARTAN EXT 2,'1610
TA10020024,NEW ERA SOLUTIONS (PTY) LTD,NEW ERA SOLUTIONS (PTY) LTD,BUILDING B1 LA  ROCCA BUSINESS PARK,14 PETUNIA RD,BRYANSTON ,'2021
TA10020025,INSURANCE INFORMATION SERVICES ASSOCIATE,INSURANCE INFORMATION SERVICES ASSOCIATED,85 7TH AVE,EDENVALE,EDENVALE,'1610
TA10020027,DITHAKO TECHNOLOGIES (PTY) LTD,DITHAKO TECHNOLOGIES (PTY) LTD,136 MTAMVUNA CRESCENT,THE MEADOWS,MORELETA PARK  PRETORIA,'2000
TA10020030,SUPRA INVESTMENTS ( PTY) LTD T/A EXCEL STATIONERS & BOOKSHOP,SUPRA INVESTMENTS ( PTY) LTD T/A EXCEL STATIONERS & BOOKSHOP,PLOT 64- UNIT 27,COMMERCE PARK,GABORONE BOTSWANA,'2000
TA10020031,SAKI AFRIKA,SAKI AFRIKA,GERRCHAN PLACE,18 SOUTHWAY ROAD KELVIN,GAUTENG,'2064
TA10020034,WI-NET NETWORK SOLUTIONS CC,WI-NET NETWORK SOLUTIONS CC,NO 8 NORTH ROAD CNR BRAM FISCHER,LINDEN EXTENSION,JOHANNESBURG,'2157
TA10020035,TWINSTORM SOLUTIONS CC,TWINSTORM SOLUTIONS CC,46 ERMELO ST,WIERDA PARK,PRETORIA,'0157
TA10020038,SIYABUMBA CONSULTING (PTY) LTD,SIYABUMBA CONSULTING (PTY) LTD,73 11TH STREET,SANDTON,,'2000
TA10020050,WENTZEL TECHNOLOGY SYSTEMS T/A WT SYSTEM,WENTZEL TECHNOLOGY SYSTEMS T/A WT SYSTEMS,70 Norite Avenue,Helderkruin,Roodepoort,'1737
TA10020053,HIFI KLERKSDORP COMPUTERS,HI-FI CORPORATION KLERKSDORP,SHOP Z 1 C/O JOE SLOVO & CENTRAL AVE,EXTENTION 33,KLERKSDORP,'2000
TA10020054,JOJAGIN COMPUTER CC,JOJAGIN COMPUTER CC,16 CORLETT AVE,ALBERTON,JHB,'1450
TA10020055,PEOPLESOFT COMPUTERS SYSTEMS,PEOPLESOFT COMPUTERS SYSTEMS,5TH FLOOR BLUE BRIDGE,EASTGATE,HARARE,'2000
TA10020056,TOUCHSTONE PROCUREMENT,TOUCHSTONE PROCUREMENT,1215 RINGTENNIS STREET,WELTEVREDEN PARK,GAUTENG,'1709
TA10020057,INCREDIBLE CONNECTION HIGHVELD,INCREDIBLE CONNECTION WITBANK,HIGHVELD SHOPPING MALL STAND ,STAND 1716 DEL JUDOR EXTENTION 27,PRESIDENT STREET WITBANK MPUMALANGA,'2128
TA10020065,OLIMEM TECHNOLOGIES (PTY) LTD,OLIMEM TECHNOLOGIES (PTY) LTD,P O BOX CR 634,CRANEBORNE,HARARE,'2000
TA10020080,ZAINAB SHAIKHNAG CC T/A COMP U CELL,ZAINAB SHAIKHNAG CC T/A COMP U CELL,68 MOLOPO ROAD,MAHIKENG,NORTH WEST,'2745
TA10020081,WIDEOPEN PLATFORM ( PTY ) LTD,WIDEOPEN PLATFORM ( PTY ) LTD,37 BATH AVENUE ,ROSEBANK ,ROSEBANK,'2113
TA10020083,AKWANZE INFORMATION SYSTEMS CC,AKWANZE INFORMATION SYSTEMS CC,115 D SOMKELE STREET,ZONE 4  MEADOWLANDS,SOWETO,'1852
TA10020086,NETONE TECHNOLOGIES LTD,NETONE TECHNOLOGIES LTD,12553 ZAMBEZI ROAD,ROMA LUSAKA,LUSAKA,'2000
TA10020095,SYSDBA,SYSDBA,KILDRUMMY OFFICE PARK GROUND FLOOR DALMORE BLDG,CNR: UMHLANGA & WITKOPPEN RD,PAULSHOF,'2144
TA10020096,SPOC MANAGED SERVICES CC,SPOC MANAGED SERVICES CC,75 DURHAM ROAD,CLUBVIEW CENTURION,GAUTENG,'0014
TA10020099,INKANYISO TECHNOLOGIES (PTY)LTD,INKANYISO TECHNOLOGIES (PTY)LTD,3181 MAHUBE VALLEY EXT 3,MAMEMLODI EAST,JHB,'0122
TA10020113,DAVID TECH T/A THE IT COMPANY,DAVID TECH T/A THE IT COMPANY,BLOCK A 1ST FLOOR NORTHLANDS CORNER ,SHOPPING MALL CNR OF WITKOPPEN AND NEW MARKET ROAD,SANDTON ,'2153
TA10020115,BLUE PLANET TRADING,BLUE PLANET TRADING,26 NICHOLAS CRESCENT,STRATFORD GARDENS,BROADACRES,'2068
TA10020126,IDEA-LISTIC EVENTS,IDEA-LISTIC EVENTS,1 THEMBI ROCK,CALDERWOOD STREET,LONEHILL,'2055
TA10020128,NEXOR 108 CC T/A NEXOR INTERNATIONAL,NEXOR 108 CC T/A NEXOR INTERNATIONAL,86 WOLHUTER STREET,DROSTERPARK EXT 1,JEPPE TOWN,'2023
TA10020134,COMPUTER HARDWARE DYNAMICS CC T/A PC WORX,COMPUTER HARDWARE DYNAMICS T/A PC WORX,SHOP 29 GREAT NORTH PLAZA,CORNER N1 AND HARPER ROAD,MUSINA ,'0900
TA10020135,ALCAGEN ELECTRONICS NO.1 CC,ALCAGEN ELECTRONICS NO.1 CC,SHOP 3A SILVERTON VILLAGE,301 PRETORIA ROAD,SILVERTON PRETORIA,'0001
TA10020136,ITEL COMPUTERS T/A ITEL,ITEL COMPUTERS T/A ITEL,UNIT 4 ITEL PLACE,378 ARBEID STREET STRIJDOM PARK,RANDBURG,'1600
TA10020139,SUMMIT NETWORKS CC,113 BOWLING AVENUE THE BRAIDS ,OFFICE PARK BLOCK D FIRST FLOOR,SUITE 2 GALLO MANOR 2052,JHB ,'1684
TA10020142,WEBS FOR AFRICA PRIVATE LTD,WEBS FOR AFRICA PRIVATE LTD,29 BASSET CRESCENT,ALEXANDRE PARK,HARARE             ZIMBABWE,'2000
TA10020144,SUCABATI PTY LTD,SUCABATI PTY LTD,12 COWIE ROAD ,FOREST TOWN,JOHANNESBURG,'2143
TA10020148,MIA TELECOMMS (PTY) LTD,MIA TELECOMMS (PTY) LTD,134 WALTON ROAD,CARLSWOLD,MIDRAND,'1685
TA10020152,LANDYNAMIX CC,LANDYNAMIX CC,Unit B1 The Braides 113 Bowling Avenue,Gallo Manor,Gallo Manor,'2052
TA10020153,NETONE IT LTD,NETONE IT LTD,12553 ZAMBEZI ROAD,ROMA LUSAKA,ZAMBIA,'2000
TA10020156,MADOTA TRADING CC T/A,MADOTA TRADING CC T/A ,50B VAN WIELLIGH STREET ,RUSTENBURG ,RUSTENBURG,'0325
TA10020161,OSIRIS TRADING (PTY) LTD,OSIRIS TRADING (PTY) LTD,3RD FLOOR MELROSE ARCH ,34 MELROSE ARCH  MELROSE NORTH,GAUTENG ,'2076
TA10020163,BUSINESS CONNEXION MOZAMBIQUE LDA,BUSINESS CONNEXION MOZAMBIQUE LDA,RAU KASSUNDE   NO 140,BAIRRO DA POLANO,MAPUTO MOZAMBIQUE,'2000
TA10020167,BATSHA IT SOLUTIONS CC - HARDWARE,BATSHA IT SOLUTIONS CC - HARDWARE,526 CONSTANTIA SQUARE,SECTION 17 16TH ROAD ,MIDRAND,'1685
TA10020169,TRIPLE 4 CONSULTING (PTY) LTD,TRIPLE 4 CONSULTING (PTY) LTD,FIRST FLOOR BUILDING 1,KAREN STREET OFFICE PARK,4 KAREN STREET LYME PARK 2060,'2021
TA10020173,LEVEL 10 COMPUTER TECHNOLOGIES CC,LEVEL 10 COMPUTER TECHNOLOGIES CC,WILLOWWOOD CRESCENT,JUKSKEI PARK,2188,'2146
TA10020174,CONCILIUM TECHNOLOGIES (PTY) LTD,CONCILIUM TECHNOLOGIES (PTY) LTD,BUILDING 3  HIGHGROVE OFFICE PK,50 TEGEL AVE  HIGHVELD TEHNOPARK,CENTURION 0157,'0169
TA10020183,SOLOFIN CC,SOLOFIN CC,14 ST ROSANECO193 GLOVER AVENUE,LYTTETON,CENTURION,'0051
TA10020185,BRILLIANT TELECOMMUNICATIONS (PTY) LTD T/A BRILLIANTEL,BRILLIANT TELECOMMUNICATIONS (PTY) LTD T/A BRILLIANTEL,BLK 37 WATERFORD OFFICE PARK,CNR WITKOPPEN & WATERFORD ROAD,FOURWAYS,'2000
TA10020189,BIDVEST WALTONS - A DIVISION OF BIDVEST OFFICE (PTY) LTD,WALTONS STATIONERY COMPANY,CNR: CRICKET AND HILL STREET,BLOEMFONTEIN,O.F.S.,'2000
TA10020197,BUSINESS SYSTEMS CONSULTING & SERVICES,BUSINESS SYSTEMS CONSULTING & SERVICES,BOROKHOANENG BEHIND SUNNY HARDWARE,LETSEKA CONSTRUCTION BUILDING,MAIN SOUTH 1 ROAD MASERU 100 LESOTHO,'0100
TA10020200,BUSINESS IT SOLUTIONS CC T/A BITZ,BUSINESS IT SOLUTIONS CC T/A BITZ,1095 Ben Swart Str,Villieria,PRETORIA,'0135
TA10020204,DATABASE LIMITADA T/A DATABASE LDA,DATABASE LIMITADA T/A DATABASE LDA,RUA DA IMPRESA N.288,17.ANDAR DIREITO,MAPUTO,'2000
TA10020216,BOPHELO TRUST SERVICES (PTY) LTD,BOPHELO TRUST SERVICES (PTY) LTD,6TH FLOOR,11 DIAGONAL ST,JOHANNESBURG,'2132
TA10020221,IT SYSTEMS CENTRE CC T/A DIGITAL SERVICES,IT SYSTEMS CENTRE CC T/A DIGITAL SERVICES,685 FAUNA ROAD,FLORAUNA,PRETORIA NORTH,'0116
TA10020222,THE IT DEPARTMENT(PTY) LTD,THE IT DEPARTMENT(PTY) LTD,7  LOZENGE PLACE,JUKSKEI PARK,RANDBURG,'2153
TA10020228,HIFI RUSTENBURG COMPUTERS,HI-FI CORPORATION RUSTENBURG,SHOP 1 PLATINUM BOULEVARD,CNR WATERBERG & OLD JHB ROADS,RUSTENBURG,'0299
TA10020235,IT WINDOW CC,IT WINDOW CC,BOARDWALK OFFICE BLOCK 1,1ST FLOOR UNIT 01/09 107 HAYMEADOW STREET,FAERIE GLEN,'0049
TA10020238,ZZZ-TRADE CHANNEL ( PTY ) LTD,ZZZ-TRADE CHANNEL ( PTY ) LTD,PLOT 6384  CNR  NOKO & NAKEDI ROADS,BROADHURST,BOTSWANA,'BOTSWANA
TA10020239,BUCAN OFFICE EQUIPMENT (PTY) LTD,BUCAN OFFICE EQUIPMENT (PTY) LTD,53 BOK STREET,POLOKWANE,,'0700
TA10020240,SETH CONSULTING CC,SETH CONSULTING CC,K101 BUSINESS PARK CAPITAL HILL COMMERCIAL ESTATE,CNR LE ROUX & K101,MIDRAND,'1710
TA10020241,BURIKA ISP CC,BURIKA ISP CC,40 HYACINTH CLOSE,CORPORATE PARK 1,MAGNA VIA POLOKWANE EXT 12,'0700
TA10020242,IT ELEMENTS CC,IT ELEMENTS CC,117 CHURCH STREET,SUPA QUICK BUILDING  SHOP 10,ERMELO,'2350
TA10020243,HAPPY YEAR INVESTMENTS T/A HAPPY YEAR TE,HAPPY YEAR INVESTMENTS T/A HAPPY YEAR TECHNOLOGY,2961 MARLBOROUGH LANE,HARARE,ZIMBABWE,'2000
TA10020247,PC PROBLEMS,PC PROBLEMS,238 BOSHOFF STREET,NIEUW MUCKLENEUK,PRETORIA,'0169
TA10020250,UMMSIZI OFFICE NATIONAL ,UMMSIZI OFFICE NATIONAL ,UNIT 5 MAIN REEF INDUSTRIAL ESTATE,1177 LEADER AVENUE,STORMILL,'1715
TA10020253,ANESHENT STATIONERS CC T/A ANESH OFFICE NATIONAL,ANESHENT STATIONERS CC T/A ANESH OFFICE NATIONAL,96-98 4TH STREET,SPRINGS,GAUTENG,'1560
TA10020257,THINK NETWORKING CC,THINK NETWORKING CC,15 HOMESTEAD ROAD,HIGHWAY GARDENS,EDENVALE,'1610
TA10020259,DOUGALL INSURANCE BROKERS (PTY) LTD ,DOUGALL INSURANCE BROKERS (PTY) LTD T/A CRAWFORD DOUGALL INSURANCE BROKERS,6TH FLOOR MB HOUSE,641 RIDGE ROAD,DURBAN,'4023
TA10020260,EMID (PTY) LTD,EMID (PTY) LTD,SANLYNN BUILDING,CNRS ALKANTRANT & SANLAM ROADS,LYNNWOOD MANOR,'0040
TA10020261,SIMANG INTELLIGENT SOLUTIONS (PTY) LTD ,SIMANG INTELLIGENT SOLUTIONS (PTY) LTD ,HAMPTON OFFICE PARK DEVON HOUSE,1ST FLOOR  20 GEORGIAN CRESCENT,BRYANSTONJHB,'2106
TA10020263,THUNDER MARKETING CC T/A KIN- TECH COMPUTERS,THUNDER MARKETING CC T/A KIN- TECH COMPUTERS,7 SKIETLOOD STREET,ISANDO,KEMPTON PARK ,'1613
TA10020266,COMNET INTERNATIONAL LTD,COMNET INTERNATIONAL LTD,PLOT 10546  OFF LUMUMBA ROAD,LIGHT INDUSTRIAL AREA,LUSAKA,'2000
TA10020267,SOUL TECHNOLOGY CC,SOUL TECHNOLOGY CC,UNIT 8 GRAND CENTRAL BUSINESS PARK ,87 NEW ROAD ,MIDRAND,'1685
TA10020272,ENHANCED BUSINESS SOLUTIONS,ENHANCED BUSINESS SOLUTIONS,1026 SAXBY AVENUE,ELDORAIGNE,CENTURION,'0037
TA10020274,CUSTOM-CUT,CUSTOM-CUT,31 BOUHOF BUILDING ,OFFICE NO22,ROBIN HOOD ROADROBINFDALERANDBURG,'2194
TA10020275,WIRELESS LAN (PTY) LTD,WIRELESS LAN (PTY) LTD,261 SPENCER AVENUE,CHARTWELL NORTH,JOHANNESBURG,'2021
TA10020284,LETABA COMPUTERS CC,LETABA COMPUTERS ,170 Botha Street,LETSITELE,LIMPOPO,'0885
TA10020285,THISTLE TECHNOLOGIES CC,THISTLE TECHNOLOGIES CC,8 BABIANA CRESCENT,PARK HAVEN EXT 3,BOKSBURG,'1465
TA10020288,DIANNE'S STATIONERS (PTY) LTD T/A BOJANALA OFFICE NATIONAL,DIANNES STATIONERS T/A BOJANALA OFFICE NATIONAL,48 VON WIELLIGH STREET,RUSTENBURG,NORTH WEST,'0300
TA10020289,HUGH MACKINTOSH & ASSOCIATES,HUGH MACKINTOSH & ASSOCIATES,9 WILD PEAR CRESENT ,FOURWAYS GARDENS,JHB,'2068
TA10020291,SYBRIN SYSTEMS PTY LTS,SYBRIN SYSTEMS PTY LTS,SYBRIN HOUSE BUILDING 8,CNR ROOS AND MACBETH ST ,FOURWAYS MANOR ,'2000
TA10020300,JAMIG INVESTMENT T/A BETA CONSULTING,JAMIG INVESTMENT T/A BETA CONSULTING,29 VALLEY ROAD,BENMORE GARDENS,GAUTENG,'2024
TA10020301,IT GENERAL CONSULTING SERVICES TA WADEVILLE OFFICE NATIONAL,IT GENERAL CONSULTING SERVICES TA WADEVILLE OFFICE NATIONAL,295 DEKEMA RD,WADEVILLE,1422,'1422
TA10020303,ZZZ-FAST SERVE IT CC,FAST SERVE I.T ,1 LINZE ROAD,BORDEAUX,RANDBURG,'2194
TA10020306,ZZZ-MOETI TECHNOLOGIES CC,ZZZ-MOETI TECHNOLOGIES CC,3437 CROCODILE STREET,RIVIERA PARK  NORTH MAFIKENG,NORTH WEST,'2745
TA10020307,F S HANEKOM SKRYFBEHOEFTES BK T/A TEMPO OFFICE NATIONAL,F S HANEKOM STATIONERS T/A TEMPO OFFICE NATIONAL,SHOP 1 KREMETART CENTRE,VAN VELDEN STREET,BRITS 0250,'0250
TA10020308,ULTIMATE CONSUMABLES (PTY) LTD T/A ULTIMATE OFFICE ,ULTIMATE CONSUMABLES T/A ULTIMATE OFFICE NATIONAL,428 VAN DER HOFF ROAD,HERMANSTAD,PRETORIA,'0153
TA10020314,HEILBRON HERALD (EDMS) BPK T/A HERALD OFFICE NATIONAL,HEILBRON HERALD (EDMS) BPK T/A HERALD OFFICE NATIONAL,ELS STREET 44,HEILBRON,FREE STATE,'9650
TA10020318,GREENLIGHT COMPUTERS,GREENLIGHT COMPUTERS,28 BEDCO TRADE CENTRE,HLOTSE  LERIBE,LESOTHO,'300
TA10020320,CHALCID (PTY) LTD,CHALCID (PTY) LTD,36 MYRTLE STREET,THORHILL ESTATE  MODDERFONTEIN,JOHANNESBURG,'2146
TA10020321,J A CARVALHO & C LDA,J A CARVALHO & C LDA,RUA CONSIGLIERI PEDROSO N 66/84,cp:212 MAPUTO,MOZAMBIQUE,'2000
TA10020324,N KRUGER T/A LINICO,N KRUGER T/A LINICO,34 GRANAAT STREET,EDLEEN ,KEMPTON PARK,'2000
TA10020328,LEGION LOCK AND CABLE - WARRANTY,LEGION LOCK AND CABLE - WARRANTY,UNIT 79 A & B,VAN DYK SECURE BUSINESS PARK,CNR VAN DYK & BRAKPAN ROAD BOKSBURG,'1500
TA10020334,SONKE COMPUTER SERVICES AFRICA (PTY) LTD ,SONKE COMPUTER SERVICES AFRICA (PTY) LTD ,BLOCK B CHELSEA OFFICE PARK,57 WESSELS ROAD,RIVONIA,'2021
TA10020336,BUSINESS AND THE COMPUTER CONSULTANCY,BUSINESS AND THE COMPUTER CONSULTANCY,NAZARENE REGIONAL OFFICE (BOOKSHOP),MANZINI / MBABANE HIGHWAY,OFFICE NO.26,'2000
